fuel_type,body_type,kilometer,transmission_type,owner_no,brand,model,model_year,price,registration_year,seats_count,RDO_no,car_engine_cc,mileage,color,gear_box,location,age
Petrol,Sedan,60000,Manual,1,Hyundai,Hyundai Accent,2009,260000.0,2009,5,KA04,1495,13.2,Others,5,bangalore,14
Petrol,Hatchback,57709,Manual,1,Maruti,Maruti Wagon R,2008,240000.0,2008,5,KA03,998,18.9,Golden,5,bangalore,15
Petrol,SUV,20000,Manual,1,Mahindra,Mahindra Thar,2022,1500000.0,2022,4,,1997,15.2,Red,6,bangalore,1
Petrol,Hatchback,90000,Manual,1,Hyundai,Hyundai i10,2010,275000.0,2010,5,KA05,1197,20.36,Gray,5,bangalore,13
Diesel,Sedan,60000,Automatic,2,Jaguar,Jaguar XF,2014,2000000.0,2014,5,,2179,16.36,Black,8,bangalore,9
Diesel,SUV,26224,Manual,2,Mahindra,Mahindra XUV500,2016,1013000.0000000001,2017,7,KA19,2179,16.0,Silver,6,bangalore,6
Petrol,Sedan,32196,Manual,2,Honda,Honda City,2016,677000.0,2016,5,KA04,1497,17.8,White,5,bangalore,7
Diesel,MUV,120000,Manual,1,Maruti,Maruti Ertiga,2016,900000.0,2016,7,,1248,24.52,Others,5,bangalore,7
Petrol,Hatchback,56672,Manual,3,Hyundai,Hyundai i20,2017,591000.0,2017,5,KA03,1197,18.6,Silver,5,bangalore,6
Petrol,Hatchback,21226,Manual,1,Maruti,Maruti S-Presso,2020,428000.0,2021,5,KA63,998,21.7,White,5,bangalore,2
Diesel,SUV,105000,Manual,2,Toyota,Toyota Fortuner,2010,1145000.0,2010,7,KA05,2982,11.5,White,5,bangalore,13
Petrol,Hatchback,10346,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,697000.0,2022,5,KA53,1197,20.7,Blue,5,bangalore,1
Petrol,Sedan,30000,Automatic,3,Maruti,Maruti Swift Dzire,2020,630000.0,2020,5,,1197,22.61,Others,5,bangalore,3
Petrol,Hatchback,16679,Manual,1,Maruti,Maruti Alto 800,2021,429000.0,2021,5,KA05,796,22.05,Silver,5,bangalore,2
Petrol,Hatchback,15437,Manual,2,Maruti,Maruti Celerio,2016,463999.99999999994,2016,5,KA05,998,25.24,White,5,bangalore,7
Petrol,MUV,40000,Manual,1,Renault,Renault Triber,2019,750000.0,2019,7,,999,20.0,Others,5,bangalore,4
Petrol,SUV,30000,Automatic,2,Hyundai,Hyundai Venue,2019,1100000.0,2019,5,KA03,998,18.15,Others,7,bangalore,4
Diesel,Sedan,90000,Manual,1,Hyundai,Hyundai Elantra,2014,700000.0,2014,5,HR51,1582,22.7,Others,6,bangalore,9
Diesel,Sedan,110000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2013,1100000.0,2013,5,KA01,2200,15.8,Others,6,bangalore,10
Petrol,SUV,20000,Manual,1,Skoda,Skoda Kushaq,2022,1695000.0,2022,5,KA03,999,18.09,White,6,bangalore,1
Diesel,SUV,120000,Automatic,1,Audi,Audi Q7,2011,2000000.0,2011,7,KA01,2967,12.07,White,8,bangalore,12
Petrol,Minivans,10000,Manual,1,Maruti,Maruti Eeco,2021,500000.0,2021,7,KA04,1196,16.11,Others,5,bangalore,2
Petrol,SUV,110000,Manual,3,Honda,Honda CR-V,2005,200000.0,2005,5,KA01,2354,11.1,Silver,6,bangalore,18
Diesel,Sedan,120000,Automatic,1,Jaguar,Jaguar XF,2017,2700000.0,2017,5,KA03,1999,19.33,Red,8,bangalore,6
Petrol,Hatchback,50000,Manual,1,Datsun,Datsun RediGO,2020,360000.0,2020,5,KA01,999,21.7,Others,5,bangalore,3
Petrol,Hatchback,15017,Manual,1,Honda,Honda Jazz,2017,733000.0,2017,5,KA03,1199,18.7,White,5,bangalore,6
Petrol,Hatchback,75283,Manual,1,Maruti,Maruti Wagon R,2013,375000.0,2013,5,KA04,998,18.9,Red,5,bangalore,10
Diesel,SUV,54568,Manual,2,Tata,Tata Harrier,2021,1885000.0000000002,2021,5,KA09,1956,16.35,Black,6,bangalore,2
Petrol,Hatchback,14516,Manual,1,Hyundai,Hyundai i20,2016,657000.0,2016,5,KA51,1197,18.6,White,5,bangalore,7
Petrol,Hatchback,53627,Automatic,1,Maruti,Maruti Baleno,2019,729000.0,2019,5,KA53,1197,21.4,Blue,4,bangalore,4
Petrol,Sedan,20000,Manual,1,Tata,Tata Tigor,2021,800000.0,2021,5,,1199,19.28,Blue,5,bangalore,2
Petrol,Hatchback,5083,Automatic,2,Renault,Renault KWID,2019,501000.0,2020,5,KA50,999,23.01,Blue,5,bangalore,3
Diesel,SUV,100000,Manual,2,Mahindra,Mahindra TUV 300,2016,650000.0,2016,7,KA05,1493,18.49,Others,5,bangalore,7
Petrol,Sedan,50666,Automatic,1,Honda,Honda City,2017,1005000.0000000001,2017,5,KA53,1497,18.0,Silver,4,bangalore,6
Petrol,SUV,16962,Manual,1,Tata,Tata Nexon,2022,1193000.0,2022,5,KA53,1199,17.57,Black,6,bangalore,1
Petrol,Hatchback,10000,Manual,1,Volkswagen,Volkswagen Polo,2019,900000.0,2019,5,KA05,999,18.78,Others,5,bangalore,4
Diesel,SUV,10000,Manual,1,Mahindra,Mahindra XUV700,2022,2150000.0,2022,7,,2198,21.0,Others,6,bangalore,1
Petrol,Hatchback,70446,Automatic,1,Volkswagen,Volkswagen Polo,2017,925000.0,2017,5,KA51,1197,17.21,Red,7,bangalore,6
Petrol,Hatchback,60528,Automatic,2,Volkswagen,Volkswagen Polo,2017,865000.0,2017,5,KA03,1197,17.21,Grey,7,bangalore,6
Petrol,SUV,7132,Manual,1,Volkswagen,Volkswagen Taigun,2021,1585000.0,2022,5,KA02,999,20.08,Silver,6,bangalore,1
Diesel,Sedan,100000,Manual,5,Ford,Ford Fiesta,2009,120000.0,2009,5,,1399,17.8,White,5,bangalore,14
Diesel,SUV,80000,Automatic,3,Mercedes-Benz,Mercedes-Benz M-Class,2012,1800000.0,2012,5,KA03,2987,11.74,Others,7,bangalore,11
Petrol,SUV,30000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2018,7000000.0,2018,5,,2996,8.9,Red,9,bangalore,5
Diesel,Hatchback,120000,Manual,3,Tata,Tata Indica V2,2015,195000.0,2015,5,,1405,17.88,Others,5,bangalore,8
Petrol,Hatchback,21280,Manual,1,Hyundai,Hyundai i20,2018,799000.0,2018,5,KA53,1197,18.6,Silver,5,bangalore,5
Petrol,SUV,82021,Automatic,1,Ford,Ford Ecosport,2017,689000.0,2017,5,KA03,1499,15.63,Silver,6,bangalore,6
Petrol,SUV,18998,Manual,1,Tata,Tata Nexon,2023,1068000.0,2023,5,KA41,1199,17.33,Red,6,bangalore,0
Diesel,SUV,56189,Manual,1,Jeep,Jeep Compass,2018,1798999.9999999998,2019,5,KA01,1956,16.3,Red,6,bangalore,4
Petrol,Hatchback,57644,Manual,2,Maruti,Maruti S-Presso,2020,383000.0,2021,5,KA20,998,21.7,Orange,5,bangalore,2
Petrol,Hatchback,51286,Manual,2,Maruti,Maruti Alto 800,2018,327000.0,2018,5,KA51,796,24.7,Silver,5,bangalore,5
Diesel,SUV,120000,Manual,1,Mahindra,Mahindra Quanto,2012,195000.0,2012,7,RJ05,1493,17.21,Silver,5,bangalore,11
Petrol,Hatchback,27937,Manual,1,Hyundai,Hyundai Grand i10 Nios,2019,639000.0,2020,5,KA41,1197,20.7,Silver,5,bangalore,3
Diesel,SUV,64000,Manual,2,Renault,Renault Duster,2013,575000.0,2013,5,KA51,1461,20.45,White,5,bangalore,10
Petrol,SUV,40031,Manual,2,Ford,Ford Ecosport,2017,660000.0,2017,5,HR13,1499,15.85,White,5,bangalore,6
Petrol,Hatchback,47619,Manual,2,Maruti,Maruti Alto 800,2017,325000.0,2017,5,KA03,796,22.05,Silver,5,bangalore,6
Petrol,Hatchback,90000,Manual,5,Hyundai,Hyundai i20,2009,225000.0,2009,5,,1197,17.0,Silver,5,bangalore,14
Petrol,SUV,20000,Automatic,1,Toyota,Toyota Urban cruiser,2022,1075000.0,2022,5,KA05,1462,18.76,Gray,4,bangalore,1
Petrol,SUV,20000,Manual,1,Toyota,Toyota Urban cruiser,2022,975000.0,2022,5,KA05,1462,17.03,Gray,5,bangalore,1
Petrol,Hatchback,70000,Manual,3,Hyundai,Hyundai i10,2010,300000.0,2010,5,KA05,1197,20.36,Others,5,bangalore,13
Diesel,Sedan,110000,Manual,3,Maruti,Maruti SX4,2011,290000.0,2011,5,KA19,1248,21.5,Others,5,bangalore,12
Petrol,Hatchback,40000,Manual,3,Honda,Honda Brio,2012,260000.0,2012,5,,1198,19.4,Others,5,bangalore,11
Diesel,Sedan,100000,Manual,3,Nissan,Nissan Sunny,2012,360000.0,2012,5,KA01,1461,21.64,Others,5,bangalore,11
Diesel,SUV,10000,Automatic,4,BMW,BMW X3,2013,1500000.0,2013,5,,1995,16.55,Others,5,bangalore,10
Petrol,Hatchback,60000,Manual,4,Hyundai,Hyundai EON,2017,250000.0,2017,5,,814,21.1,Others,5,bangalore,6
Petrol,SUV,24000,Automatic,1,Mahindra,Mahindra Thar,2021,1773999.9999999998,2021,4,KA04,1997,19.0,Black,6,bangalore,2
Petrol,SUV,30535,Manual,2,Hyundai,Hyundai Venue,2020,1073000.0,2020,5,KA53,998,18.0,White,5,bangalore,3
Petrol,Hatchback,20229,Manual,2,Maruti,Maruti Alto K10,2017,349000.0,2017,5,KA04,998,23.95,Others,5,bangalore,6
Petrol,Hatchback,35800,Manual,1,Maruti,Maruti Celerio,2018,484999.99999999994,2018,5,KA42,998,21.63,White,5,bangalore,5
Petrol,Hatchback,11453,Manual,1,Maruti,Maruti Wagon R,2021,591000.0,2021,5,KA03,1197,20.52,Grey,5,bangalore,2
Petrol,Hatchback,35410,Manual,1,Hyundai,Hyundai i20,2016,657000.0,2016,5,KA05,1197,18.6,Blue,5,bangalore,7
Petrol,Hatchback,50000,Manual,1,Maruti,Maruti Alto,2009,210000.0,2009,5,,796,19.7,Others,5,bangalore,14
Petrol,Hatchback,49948,Automatic,1,Hyundai,Hyundai Grand i10,2018,591000.0,2018,5,KA03,1197,18.9,Blue,4,bangalore,5
Diesel,Hatchback,77000,Manual,2,Volkswagen,Volkswagen Polo,2014,509999.99999999994,2014,5,KA35,1199,22.07,Grey,5,bangalore,9
Petrol,Hatchback,48285,Manual,1,Hyundai,Hyundai i20,2017,658000.0,2017,5,KA51,1197,18.6,Silver,5,bangalore,6
Petrol,Hatchback,19062,Manual,1,Renault,Renault KWID,2021,513999.99999999994,2021,5,KA51,999,21.74,White,5,bangalore,2
Petrol,Hatchback,70000,Automatic,2,Hyundai,Hyundai i10,2011,330000.0,2011,5,,1197,16.95,Others,4,bangalore,12
Diesel,Sedan,120000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2015,2250000.0,2015,5,,2143,13.0,Others,7,bangalore,8
Petrol,Hatchback,10000,Manual,1,Citroen,Citroen C3,2022,950000.0,2022,5,KA03,1199,19.3,White,6,bangalore,1
Petrol,Hatchback,80000,Manual,3,Volkswagen,Volkswagen Polo,2014,495000.0,2014,5,KA04,1198,16.47,Blue,5,bangalore,9
Petrol,Hatchback,80000,Manual,2,Fiat,Fiat Palio,2007,110000.00000000001,2007,5,KA02,1108,15.5,Silver,5,bangalore,16
Petrol,Sedan,87000,Manual,1,Toyota,Toyota Etios,2011,330000.0,2011,5,KA02,1496,17.6,Red,5,bangalore,12
Diesel,Sedan,80000,Automatic,1,Volkswagen,Volkswagen Vento,2016,775000.0,2016,5,KA05,1498,22.15,Others,7,bangalore,7
Petrol,Hatchback,110000,Manual,2,Maruti,Maruti Wagon R,2010,260000.0,2010,5,KA05,998,18.9,Others,5,bangalore,13
Petrol,Sedan,90000,Automatic,3,Honda,Honda City,2009,300000.0,2009,5,KA05,1497,16.8,Others,5,bangalore,14
Petrol,Hatchback,30000,Automatic,1,Maruti,Maruti Swift,2019,650000.0,2019,5,,1197,21.21,Others,5,bangalore,4
Petrol,Hatchback,56276,Manual,1,Maruti,Maruti Alto K10,2016,375000.0,2016,5,KA51,998,23.95,Red,5,bangalore,7
Petrol,Hatchback,27103,Manual,1,Hyundai,Hyundai i20,2016,647000.0,2016,5,KA53,1197,18.6,White,5,bangalore,7
Diesel,Hatchback,80000,Manual,2,Ford,Ford Figo,2011,245000.00000000003,2011,5,,1399,20.0,Others,5,bangalore,12
Petrol,Hatchback,46507,Automatic,1,Maruti,Maruti Ignis,2017,591000.0,2017,5,KA03,1197,20.89,Blue,5,bangalore,6
Petrol,Hatchback,30000,Manual,1,Hyundai,Hyundai Grand i10,2018,575000.0,2018,5,KA04,1197,18.9,Others,5,bangalore,5
Petrol,Sedan,39070,Manual,1,Maruti,Maruti Swift Dzire,2017,659000.0,2018,5,KA03,1197,21.21,Red,5,bangalore,5
Diesel,Sedan,120000,Manual,1,Toyota,Toyota Etios,2019,720000.0,2019,5,KA03,1364,23.59,Others,5,bangalore,4
Petrol,Hatchback,22438,Manual,1,Maruti,Maruti Baleno,2020,733000.0,2020,5,KA04,1197,21.01,Others,5,bangalore,3
Petrol,Hatchback,21225,Automatic,2,Maruti,Maruti Baleno,2020,867000.0,2020,5,KA51,1197,21.4,Red,4,bangalore,3
Petrol,Hatchback,28737,Automatic,1,Honda,Honda Jazz,2019,850000.0,2019,5,KA05,1199,18.2,MODERN STEEL METALLIC,5,bangalore,4
Petrol,SUV,20000,Manual,1,Renault,Renault Kiger,2021,919999.9999999999,2021,5,KA19,999,20.5,Others,5,bangalore,2
Diesel,Hatchback,30000,Manual,1,Hyundai,Hyundai i20,2019,720000.0,2019,5,KA04,1396,22.54,Others,6,bangalore,4
Petrol,Hatchback,70000,Manual,3,Chevrolet,Chevrolet Spark,2009,120000.0,2009,5,KA53,995,18.0,Silver,5,bangalore,14
Diesel,Sedan,120000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2010,650000.0,2010,5,CH01,2143,14.84,Others,7,bangalore,13
Petrol,Hatchback,80000,Manual,2,Hyundai,Hyundai i20,2012,350000.0,2012,5,,1197,18.5,Gray,5,bangalore,11
Diesel,Hatchback,100000,Manual,2,Volkswagen,Volkswagen Polo,2010,360000.0,2010,5,,1199,22.07,Others,5,bangalore,13
Diesel,Sedan,80000,Automatic,1,Audi,Audi A6,2013,1600000.0,2013,5,,1968,17.68,Others,8,bangalore,10
Petrol,Hatchback,40000,Manual,3,Maruti,Maruti Estilo,2009,200000.0,2009,4,,1086,19.5,Others,5,bangalore,14
Diesel,Sedan,70000,Manual,1,Skoda,Skoda Octavia,2018,1600000.0,2018,5,KA02,1968,21.0,Others,6,bangalore,5
Diesel,Hatchback,90106,Manual,2,Hyundai,Hyundai i20,2013,381000.0,2013,5,KA01,1396,21.9,Silver,6,bangalore,10
Petrol,Sedan,50000,Manual,1,Skoda,Skoda Superb,2009,400000.0,2009,5,MH04,1798,13.7,White,7,bangalore,14
Petrol,Hatchback,138175,Automatic,1,Maruti,Maruti Celerio,2016,389000.0,2016,5,KA50,998,26.68,Red,5,bangalore,7
Petrol,Hatchback,55609,Manual,1,Renault,Renault KWID,2019,445000.0,2020,5,KA13,999,23.01,White,5,bangalore,3
Diesel,Hatchback,120000,Manual,3,Tata,Tata Indica V2,2015,186000.0,2015,5,,1405,17.88,White,5,bangalore,8
Petrol,Hatchback,56410,Automatic,1,Maruti,Maruti Swift,2018,642000.0,2018,5,KA50,1197,22.56,Silver,5,bangalore,5
Petrol,Hatchback,30000,Manual,1,Maruti,Maruti Baleno,2022,725000.0,2022,5,,1197,22.35,Silver,5,bangalore,1
Petrol,Hatchback,77593,Manual,1,Hyundai,Hyundai i20,2017,616000.0,2017,5,KA20,1197,18.6,White,5,bangalore,6
Petrol,SUV,49538,Manual,1,Honda,Honda WR-V,2018,694000.0,2018,5,KA19,1199,17.5,Silver,5,bangalore,5
Diesel,Sedan,87000,Manual,4,Chevrolet,Chevrolet Cruze,2012,400000.0,2012,5,,1998,17.3,Gray,6,bangalore,11
Diesel,SUV,80000,Manual,1,Mahindra,Mahindra Bolero,2016,650000.0,2016,9,,2523,15.96,Others,5,bangalore,7
Petrol,Hatchback,50000,Manual,2,Datsun,Datsun RediGO,2018,300000.0,2018,5,KA19,999,22.5,Others,5,bangalore,5
Diesel,Hatchback,120000,Manual,1,Maruti,Maruti Swift,2012,400000.0,2012,5,KA05,1248,22.9,Others,5,bangalore,11
Petrol,Hatchback,30000,Manual,1,Maruti,Maruti Swift,2018,649000.0,2018,5,KA51,1197,22.0,Others,5,bangalore,5
Diesel,Hatchback,100000,Manual,2,Volkswagen,Volkswagen Polo,2010,360000.0,2010,5,KA03,1199,22.07,Others,5,bangalore,13
Diesel,Hatchback,100000,Manual,2,Volkswagen,Volkswagen Polo,2010,360000.0,2010,5,,1199,22.07,Others,5,bangalore,13
Petrol,Hatchback,120000,Manual,3,Hyundai,Hyundai Santro Xing,2010,240000.0,2010,5,KA51,1086,17.92,Others,5,bangalore,13
Petrol,Hatchback,30000,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2021,800000.0,2021,5,,1197,20.7,Others,5,bangalore,2
Diesel,Hatchback,100000,Manual,1,Maruti,Maruti Swift,2009,350000.0,2009,5,,1086,17.8,Others,5,bangalore,14
Petrol,Hatchback,41268,Manual,2,Maruti,Maruti Celerio,2016,415000.00000000006,2016,5,KA05,998,25.24,Silver,5,bangalore,7
Petrol,Hatchback,60020,Manual,1,Maruti,Maruti Swift,2011,384000.0,2011,5,KA05,1197,22.38,Red,5,bangalore,12
Diesel,SUV,120000,Manual,1,Mahindra,Mahindra XUV500,2015,900000.0,2015,7,KA01,2179,16.0,Others,6,bangalore,8
Diesel,Hatchback,32148,Manual,1,Hyundai,Hyundai i20,2016,782000.0,2016,5,KA03,1396,22.54,Red,6,bangalore,7
Petrol,Hatchback,69565,Automatic,1,Maruti,Maruti Celerio,2016,463000.0,2016,5,KA04,998,26.0,Silver,5,bangalore,7
Diesel,Hatchback,60000,Manual,1,Honda,Honda Jazz,2017,660000.0,2017,5,,1498,27.3,White,6,bangalore,6
Petrol,Hatchback,26007,Automatic,1,Maruti,Maruti Swift,2018,663000.0,2018,5,KA68,1197,22.56,White,5,bangalore,5
Petrol,SUV,30000,Manual,2,Ford,Ford Ecosport,2018,900000.0,2018,5,KA01,999,18.88,Brown,5,bangalore,5
Petrol,Hatchback,134850,Manual,2,Maruti,Maruti Swift,2010,316000.0,2010,5,KA51,1197,22.38,Blue,5,bangalore,13
Petrol,Hatchback,44385,Manual,1,Maruti,Maruti Celerio,2015,436000.00000000006,2015,5,KA01,998,25.24,White,5,bangalore,8
Diesel,SUV,120000,Manual,2,Tata,Tata New Safari,2009,280000.0,2009,7,KA05,2179,13.93,White,5,bangalore,14
Diesel,SUV,30000,Manual,1,Hyundai,Hyundai Creta,2018,1350000.0,2018,5,JH01,1582,19.67,Others,6,bangalore,5
Diesel,Sedan,87000,Automatic,3,BMW,BMW 3 Series,2011,975000.0,2011,5,KA51,1995,13.2,Black,6,bangalore,12
Petrol,Sedan,102662,Automatic,1,Honda,Honda City,2014,520000.0,2014,5,KA02,1497,18.0,TITANIUM GREY,5,bangalore,9
Petrol,SUV,13802,Automatic,1,Skoda,Skoda Kushaq,2022,1764999.9999999998,2022,5,KA03,999,17.2,White,6,bangalore,1
Diesel,Hatchback,90000,Manual,4,Ford,Ford Figo,2011,175000.0,2011,5,KA03,1399,20.0,Others,5,bangalore,12
Petrol,Hatchback,40000,Manual,2,Hyundai,Hyundai i20,2011,400000.0,2011,5,KA05,1197,17.0,Others,5,bangalore,12
Petrol,Sedan,65000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2011,950000.0,2011,5,KA01,1991,14.74,White,9,bangalore,12
Petrol,SUV,42000,Manual,1,Kia,Kia Seltos,2020,1595000.0,2020,5,KA02,1353,16.1,White,6,bangalore,3
Petrol,Hatchback,13444,Automatic,2,Hyundai,Hyundai Grand i10,2017,593000.0,2018,5,KA03,1197,18.9,Silver,4,bangalore,5
Diesel,SUV,56226,Manual,1,Mahindra,Mahindra XUV300,2019,1057000.0,2019,5,KA02,1497,20.0,Silver,6,bangalore,4
Petrol,Hatchback,8733,Automatic,1,Renault,Renault KWID,2020,560000.0,2020,5,KA01,999,22.0,Red,5,bangalore,3
Petrol,Sedan,57963,Automatic,1,Honda,Honda City,2020,1264000.0,2020,5,KA03,1498,18.3,White,4,bangalore,3
Petrol,Sedan,19508,Automatic,1,Honda,Honda City,2022,1666000.0,2022,5,KA05,1497,16.4,PLATINUM WHITE,5,bangalore,1
Petrol,Sedan,49423,Manual,1,Honda,Honda City,2018,789000.0,2018,5,KA02,1497,17.4,Brown,5,bangalore,5
Petrol,Hatchback,78622,Manual,2,Maruti,Maruti Swift,2012,459000.0,2012,5,KA05,1197,22.38,White,5,bangalore,11
Diesel,SUV,18025,Manual,1,Hyundai,Hyundai Venue,2022,1275000.0,2022,5,KA05,1493,14.0,Blue,6,bangalore,1
Petrol,Sedan,68220,Manual,1,Honda,Honda City,2010,375000.0,2010,5,KA03,1497,17.0,White,5,bangalore,13
Diesel,SUV,6000,Automatic,1,Jeep,Jeep Meridian,2022,3875000.0,2022,7,KA05,1956,19.0,Maroon,9,bangalore,1
Diesel,SUV,59889,Manual,1,Mahindra,Mahindra Thar,2018,985000.0,2018,6,KA50,2498,16.55,Golden,5,bangalore,5
Diesel,Sedan,11000,Automatic,2,Jaguar,Jaguar XE,2019,3775000.0,2019,5,KA04,1999,13.5,White,8,bangalore,4
Petrol,Hatchback,38500,Manual,1,Hyundai,Hyundai i20,2019,825000.0,2019,5,KA05,1197,18.6,Red,5,bangalore,4
Diesel,SUV,120000,Automatic,2,Toyota,Toyota Fortuner,2013,1625000.0,2013,7,KA51,2982,12.55,Silver,5,bangalore,10
Diesel,Sedan,39157,Automatic,2,BMW,BMW 3 Series,2016,2198000.0,2017,5,KA05,1995,22.69,White,8,bangalore,6
Diesel,MUV,162000,Manual,1,Toyota,Toyota Innova,2008,825000.0,2008,7,KA01,2494,12.8,Golden,5,bangalore,15
Petrol,Hatchback,89900,Automatic,2,BMW,BMW 1 Series,2013,1175000.0,2013,5,KA51,1598,16.28,Blue,8,bangalore,10
Petrol,Hatchback,58666,Automatic,1,Maruti,Maruti Baleno,2017,656000.0,2017,5,KA25,1197,21.4,White,4,bangalore,6
Petrol,Sedan,54137,Automatic,1,Maruti,Maruti Swift Dzire,2018,612000.0,2018,5,KA05,1197,21.21,Silver,5,bangalore,5
Diesel,SUV,180000,Manual,2,Toyota,Toyota Fortuner,2011,1195000.0,2011,7,KA51,2982,11.5,Silver,5,bangalore,12
Petrol,Hatchback,21997,Manual,1,Renault,Renault KWID,2019,436000.00000000006,2019,5,KA03,999,23.01,Red,5,bangalore,4
Petrol,Sedan,40394,Automatic,2,Maruti,Maruti Swift Dzire,2020,721000.0,2020,5,KA04,1197,21.21,Blue,5,bangalore,3
Diesel,SUV,49000,Automatic,2,BMW,BMW X1,2015,1750000.0,2015,5,KA51,1995,17.05,Green,8,bangalore,8
Petrol,SUV,80390,Manual,1,Ford,Ford Ecosport,2017,620000.0,2018,5,KA36,1499,15.85,White,5,bangalore,5
Diesel,Sedan,52721,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2018,3299000.0,2018,5,KA04,1950,12.6,White,9,bangalore,5
Petrol,Hatchback,55127,Automatic,1,Maruti,Maruti Baleno,2017,643000.0,2017,5,KA03,1197,21.4,Red,4,bangalore,6
Diesel,SUV,35922,Manual,2,Ford,Ford Ecosport,2018,822000.0000000001,2018,5,KA05,1498,23.0,Blue,5,bangalore,5
Petrol,Sedan,16883,Automatic,1,Honda,Honda Amaze,2019,838000.0000000001,2019,5,KA03,1199,19.0,Red,4,bangalore,4
Diesel,SUV,86000,Manual,2,Renault,Renault Duster,2013,625000.0,2013,5,KA01,1461,19.6,White,6,bangalore,10
Petrol,Sedan,88000,Automatic,1,Skoda,Skoda Octavia,2016,1125000.0,2016,5,KA01,1798,15.1,Maroon,7,bangalore,7
Diesel,SUV,34000,Automatic,1,Jeep,Jeep Compass,2020,2545000.0,2020,5,KA01,1956,17.1,White,6,bangalore,3
Diesel,Hatchback,110000,Manual,1,Skoda,Skoda Fabia,2013,345000.0,2013,5,KA01,1199,20.86,Grey,5,bangalore,10
Diesel,SUV,55398,Manual,1,Renault,Renault Duster,2020,999000.0,2020,5,KA03,1461,19.87,Orange,5,bangalore,3
Petrol,SUV,54000,Automatic,2,Ford,Ford Ecosport,2015,675000.0,2015,5,KA02,1496,14.7,Orange,6,bangalore,8
Petrol,Hatchback,25829,Manual,1,Volkswagen,Volkswagen Polo,2019,875000.0,2019,5,KA09,999,18.78,Brown,5,bangalore,4
Petrol,Hatchback,36913,Manual,1,Maruti,Maruti Celerio,2016,484999.99999999994,2016,5,KA01,998,23.1,Silver,5,bangalore,7
Diesel,Hatchback,34000,Manual,1,Hyundai,Hyundai i20,2018,775000.0,2018,5,KA01,1396,22.54,White,6,bangalore,5
Petrol,Hatchback,42162,Automatic,2,Maruti,Maruti Swift,2018,655000.0,2018,5,KA03,1197,22.56,Silver,5,bangalore,5
Petrol,Hatchback,48041,Automatic,2,Maruti,Maruti Celerio,2016,525000.0,2016,5,KA50,998,23.1,Red,5,bangalore,7
Petrol,Hatchback,43285,Manual,3,Renault,Renault KWID,2020,442000.0,2020,5,KA16,999,23.01,Blue,5,bangalore,3
Petrol,Hatchback,44326,Manual,1,Hyundai,Hyundai i20,2012,476000.0,2012,5,KA04,1197,18.5,Silver,5,bangalore,11
Petrol,Hatchback,62984,Automatic,2,Volkswagen,Volkswagen Polo,2017,865000.0,2017,5,KA03,1197,17.21,White,7,bangalore,6
Petrol,Hatchback,99276,Manual,2,Maruti,Maruti Swift,2010,338000.0,2010,5,KA51,1197,22.38,Silver,5,bangalore,13
Petrol,SUV,42812,Automatic,2,Hyundai,Hyundai Creta,2018,1299000.0,2018,5,KA53,1591,13.0,White,6,bangalore,5
Petrol,Hatchback,57770,Manual,1,Maruti,Maruti Swift,2013,492000.0,2014,5,KA05,1197,22.38,Red,5,bangalore,9
Petrol,Hatchback,42220,Automatic,3,Hyundai,Hyundai Grand i10,2017,544000.0,2017,5,KA03,1197,18.9,Red,4,bangalore,6
Diesel,SUV,66977,Automatic,1,Mahindra,Mahindra XUV500,2016,1365000.0,2016,7,KA05,2179,16.0,Grey,6,bangalore,7
Petrol,SUV,29916,Manual,1,Hyundai,Hyundai Venue,2021,1085000.0,2021,5,KA19,998,18.0,White,6,bangalore,2
Petrol,Sedan,10066,Automatic,1,Skoda,Skoda Slavia,2022,1488000.0,2022,5,KA05,999,18.07,Silver,6,bangalore,1
Petrol,Sedan,39243,Automatic,2,Skoda,Skoda Rapid,2019,939000.0,2019,5,KA05,1598,14.84,White,6,bangalore,4
Petrol,Sedan,36309,Automatic,2,Skoda,Skoda Rapid,2017,888000.0000000001,2018,5,KA63,1598,14.84,White,6,bangalore,5
Petrol,Hatchback,69408,Automatic,1,Maruti,Maruti Celerio,2014,425000.0,2014,5,KA22,998,23.1,Maroon,5,bangalore,9
Petrol,Sedan,12064,Automatic,2,Honda,Honda Amaze,2019,818000.0,2019,5,KA01,1199,19.0,White,4,bangalore,4
Diesel,Sedan,74000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2013,1944000.0000000002,2013,5,KA51,2143,14.21,Grey,5,bangalore,10
Petrol,Hatchback,18000,Automatic,1,Maruti,Maruti Swift,2018,695000.0,2018,5,KA51,1197,22.0,Blue,5,bangalore,5
Petrol,Sedan,59000,Automatic,1,Volkswagen,Volkswagen Vento,2010,475000.0,2010,5,KA51,1598,14.4,Silver,6,bangalore,13
