fuel_type,body_type,kilometer,transmission_type,owner_no,brand,model,model_year,price,registration_year,seats_count,RDO_no,car_engine_cc,mileage,color,gear_box,location,age
Petrol,Sedan,63886,Manual,1,Honda,Honda City,2018,832000.0,2018,5,TS10,1497,17.4,Silver,5,hyderabad,5
Diesel,MUV,95600,Manual,1,Tata,Tata Hexa,2017,1025000.0,2017,7,TS19,2179,17.6,Arizona Blue,6,hyderabad,6
Diesel,Sedan,101000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2013,1995000.0,2013,5,AP09,2143,13.0,Silver,7,hyderabad,10
Diesel,Sedan,61000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2015,2650000.0,2015,5,TS03,2143,13.0,White,7,hyderabad,8
Diesel,SUV,95000,Automatic,1,BMW,BMW X1,2016,2450000.0,2017,5,TS09,1995,17.05,White,8,hyderabad,6
Diesel,SUV,97000,Automatic,1,Audi,Audi Q3,2017,2550000.0,2017,5,TS07,1968,15.73,Black,7,hyderabad,6
Diesel,Hatchback,61000,Manual,1,Maruti,Maruti Swift,2016,595000.0,2016,5,TS09,1248,25.2,Red,5,hyderabad,7
Petrol,Hatchback,18000,Automatic,1,Hyundai,Hyundai Grand i10,2017,625000.0,2017,5,TS07,1197,18.9,Grey,4,hyderabad,6
Petrol,Hatchback,63000,Automatic,1,Hyundai,Hyundai Grand i10,2016,599000.0,2016,5,TS09,1197,18.9,Grey,4,hyderabad,7
Petrol,Hatchback,52617,Manual,2,Maruti,Maruti Baleno,2018,615000.0,2018,5,TS08,1197,21.4,Red,5,hyderabad,5
Petrol,Hatchback,51865,Manual,1,Maruti,Maruti Celerio,2019,513999.99999999994,2019,5,TS07,998,25.24,White,5,hyderabad,4
Diesel,SUV,93000,Manual,1,Audi,Audi Q3,2017,2375000.0,2017,5,TS09,1968,17.32,White,6,hyderabad,6
Petrol,Hatchback,110410,Manual,1,Maruti,Maruti Swift,2015,458000.0,2015,5,TS07,1197,22.38,Red,5,hyderabad,8
Petrol,Sedan,55846,Automatic,1,Maruti,Maruti Ciaz,2017,700000.0,2017,5,TS10,1373,19.12,Brown,4,hyderabad,6
Petrol,Hatchback,47000,Manual,1,Renault,Renault KWID,2020,515000.00000000006,2020,5,TS28,999,21.46,Blue,5,hyderabad,3
Petrol,SUV,39914,Manual,1,Ford,Ford Ecosport,2018,822000.0000000001,2019,5,TS07,1497,17.0,Blue,5,hyderabad,4
Petrol,Hatchback,73000,Manual,1,Hyundai,Hyundai Santro Xing,2010,265000.0,2010,5,AP29,1086,17.92,Beige,5,hyderabad,13
Petrol,Hatchback,88048,Manual,1,Hyundai,Hyundai i20,2016,579000.0,2017,5,TS08,1197,18.6,White,5,hyderabad,6
Petrol,Hatchback,92278,Manual,2,Hyundai,Hyundai i10,2013,318000.0,2013,5,AP29,1197,20.36,Red,5,hyderabad,10
Diesel,SUV,260000,Manual,1,Toyota,Toyota Qualis,2003,434999.99999999994,2003,8,AP10,1086,24.0,Silver,5,hyderabad,20
Petrol,Sedan,92960,Manual,1,Honda,Honda City,2016,643000.0,2017,5,TS08,1497,17.8,Brown,5,hyderabad,6
Petrol,Hatchback,63000,Manual,1,Tata,Tata Altroz,2020,750000.0,2020,5,TS09,1199,19.33,White,5,hyderabad,3
Petrol,SUV,20000,Automatic,1,Renault,Renault Kiger,2021,825000.0,2021,5,TS07,999,19.03,Blue,5,hyderabad,2
Petrol,SUV,7000,Automatic,1,Jeep,Jeep Compass,2022,2675000.0,2022,5,TS10,1368,14.1,Galaxy Blue,7,hyderabad,1
Petrol,Hatchback,4600,Automatic,1,Maruti,Maruti S-Presso,2022,610000.0,2022,5,TS07,998,25.3,Silky Silver,5,hyderabad,1
Petrol,Sedan,22800,Manual,1,Honda,Honda City,2021,1090000.0,2021,5,TS08,1497,17.4,Modern Steel Metal,5,hyderabad,2
Diesel,Sedan,150000,Manual,1,Ford,Ford Fiesta,2006,100000.0,2006,5,,1399,17.8,Others,5,hyderabad,17
Petrol,Sedan,10000,Manual,1,Maruti,Maruti Swift Dzire Tour,2020,625000.0,2020,5,TS07,1197,19.95,White,5,hyderabad,3
Petrol,Hatchback,70000,Manual,2,Ford,Ford Figo,2010,185000.0,2010,5,AP20,1196,15.6,Others,5,hyderabad,13
Petrol,Hatchback,44790,Manual,1,Maruti,Maruti Alto 800,2020,357000.0,2020,5,TS09,796,22.05,Silver,5,hyderabad,3
Petrol,Hatchback,14213,Manual,1,Maruti,Maruti S-Presso,2022,547000.0,2023,5,TS34,998,21.7,White,5,hyderabad,0
Diesel,SUV,102000,Manual,2,Maruti,Maruti Vitara Brezza,2018,800000.0,2018,5,TS30,1248,24.3,Grey,5,hyderabad,5
Petrol,Hatchback,40724,Manual,3,Hyundai,Hyundai i10,2012,311000.0,2012,5,AP28,1197,20.36,White,5,hyderabad,11
Petrol,Hatchback,55724,Manual,2,Maruti,Maruti Baleno,2017,570000.0,2017,5,TS08,1197,21.4,Silver,5,hyderabad,6
Petrol,Sedan,100000,Manual,1,Maruti,Maruti Swift Dzire,2010,300000.0,2010,5,AP36,1298,17.5,Others,5,hyderabad,13
Petrol,Hatchback,85396,Manual,1,Maruti,Maruti Alto 800,2017,332000.0,2017,5,TS13,796,22.05,Silver,5,hyderabad,6
Petrol,Hatchback,50000,Manual,2,Maruti,Maruti Baleno,2016,509999.99999999994,2016,5,MH02,1197,21.4,Others,5,hyderabad,7
Petrol,Hatchback,27136,Manual,1,Maruti,Maruti Alto 800,2016,325000.0,2016,5,TS07,796,24.7,Red,5,hyderabad,7
Petrol,Hatchback,44591,Manual,1,Ford,Ford Freestyle,2019,644000.0,2019,5,TS36,1194,19.0,White,5,hyderabad,4
Petrol,Coupe,6000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2021,8200000.0,2021,4,TS09,2996,11.9,Black,9,hyderabad,2
Petrol,Hatchback,20034,Manual,1,Maruti,Maruti Ignis,2018,528000.0,2018,5,TS09,1197,20.89,Others,5,hyderabad,5
Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai Santro Xing,2012,260000.0,2012,5,AP07,1086,17.92,Others,5,hyderabad,11
Petrol,MUV,47529,Manual,1,Kia,Kia Carens,2022,1150000.0,2022,7,TS24,1497,14.0,White,6,hyderabad,1
Petrol,Hatchback,46739,Automatic,1,Maruti,Maruti Baleno,2017,740000.0,2017,5,TS07,1197,19.56,Blue,4,hyderabad,6
Diesel,Sedan,150000,Manual,2,Hyundai,Hyundai Verna,2012,409999.99999999994,2012,5,AP29,1582,22.32,Others,6,hyderabad,11
Petrol,Hatchback,62000,Automatic,1,Maruti,Maruti Celerio X,2019,599000.0,2019,5,TS07,998,21.63,Grey,5,hyderabad,4
Petrol,MUV,45000,Manual,1,Maruti,Maruti XL6,2021,1125000.0,2021,6,TS30,1462,19.01,Silver,5,hyderabad,2
Petrol,Sedan,36000,Automatic,1,Honda,Honda City,2020,1299000.0,2020,5,TS09,1498,18.3,GOLDEN BROWN,4,hyderabad,3
Petrol,Sedan,40000,Manual,1,Honda,Honda City,2019,1050000.0,2019,5,TS33,1497,17.14,Others,5,hyderabad,4
Petrol,Hatchback,15850,Manual,1,Datsun,Datsun RediGO,2020,416000.0,2020,5,TS07,999,22.5,Red,5,hyderabad,3
Petrol,Sedan,62535,Automatic,1,Maruti,Maruti Swift Dzire,2017,642000.0,2017,5,TS09,1197,21.21,Others,5,hyderabad,6
Diesel,SUV,94600,Manual,1,Maruti,Maruti Vitara Brezza,2018,849000.0,2018,5,TS08,1248,24.3,Red,5,hyderabad,5
Petrol,Sedan,80375,Manual,2,Maruti,Maruti Swift Dzire,2013,434000.0,2013,5,AP28,1197,22.41,Black,5,hyderabad,10
Petrol,Hatchback,97935,Manual,3,Honda,Honda Brio,2012,276000.0,2012,5,AP09,1198,19.4,Silver,5,hyderabad,11
Petrol,Hatchback,38300,Manual,1,Hyundai,Hyundai i20,2019,710000.0,2020,5,TS09,1197,18.6,Polar White,5,hyderabad,3
Petrol,Hatchback,81917,Manual,1,Maruti,Maruti Baleno,2017,580000.0,2017,5,TS10,1197,21.4,Blue,5,hyderabad,6
Petrol,Hatchback,69000,Manual,1,Maruti,Maruti Baleno,2016,575000.0,2016,5,TS07,1197,21.4,Red,5,hyderabad,7
Petrol,Hatchback,43566,Manual,2,Hyundai,Hyundai Grand i10,2016,498000.00000000006,2016,5,TS08,1197,18.9,Silver,5,hyderabad,7
Petrol,Hatchback,94201,Manual,2,Hyundai,Hyundai i20,2015,533000.0,2015,5,TS08,1197,18.6,White,5,hyderabad,8
Petrol,Hatchback,50000,Automatic,1,Maruti,Maruti Baleno,2017,699000.0,2017,5,TS09,1197,21.4,Blue,4,hyderabad,6
Petrol,Hatchback,40689,Manual,1,Tata,Tata Tiago,2019,520000.0,2019,5,TS08,1199,23.84,Red,5,hyderabad,4
Petrol,Sedan,35849,Manual,1,Honda,Honda Amaze,2018,720000.0,2018,5,TS08,1199,19.5,Red,5,hyderabad,5
Diesel,SUV,15833,Manual,1,MG,MG Hector,2021,1800000.0,2021,5,TS08,1956,17.41,Burgundy Red Metallic,6,hyderabad,2
Diesel,Sedan,90000,Manual,2,Skoda,Skoda Laura,2011,380000.0,2011,5,AP31,1968,20.0,Others,5,hyderabad,12
Petrol,Hatchback,62000,Manual,1,Hyundai,Hyundai i20,2019,749000.0,2019,5,TS08,1197,18.6,Grey,5,hyderabad,4
Petrol,Hatchback,40000,Manual,3,Maruti,Maruti Alto K10,2017,330000.0,2017,5,,998,23.95,Others,5,hyderabad,6
Diesel,SUV,20000,Automatic,1,Tata,Tata New Safari,2021,2195000.0,2021,6,TS09,1956,14.08,Blue,6,hyderabad,2
Petrol,Hatchback,10000,Manual,1,Tata,Tata Tiago NRG,2022,700000.0,2022,5,TS09,1199,20.09,Others,5,hyderabad,1
Petrol,Hatchback,69552,Manual,1,Hyundai,Hyundai i20,2016,645000.0,2016,5,TS09,1197,18.6,White,5,hyderabad,7
Petrol,Hatchback,97610,Automatic,1,Renault,Renault KWID,2018,391000.0,2018,5,TS08,999,24.04,Grey,5,hyderabad,5
Petrol,Sedan,74914,Automatic,2,Honda,Honda City,2012,509000.0,2012,5,AP09,1497,16.8,Brown,5,hyderabad,11
Diesel,SUV,41000,Automatic,1,Tata,Tata Harrier,2022,2275000.0,2022,5,TS07,1956,14.6,Golden,6,hyderabad,1
Petrol,Hatchback,101887,Manual,2,Hyundai,Hyundai i20,2015,516000.0,2015,5,TS15,1197,18.6,Silver,5,hyderabad,8
Petrol,Hatchback,42217,Manual,2,Maruti,Maruti Wagon R,2012,312000.0,2012,5,TS08,998,18.9,White,5,hyderabad,11
Petrol,SUV,63000,Automatic,1,Jeep,Jeep Compass,2019,1975000.0,2019,5,TS11,1368,16.0,Grey,7,hyderabad,4
Petrol,Hatchback,80315,Automatic,2,Maruti,Maruti Celerio,2016,434000.0,2017,5,TS15,998,26.68,Silver,5,hyderabad,6
Petrol,Hatchback,55000,Manual,1,Maruti,Maruti Wagon R,2013,375000.0,2013,5,AP09,998,18.9,Red,5,hyderabad,10
Petrol,Hatchback,64447,Manual,1,Datsun,Datsun GO,2019,432000.0,2019,5,TS22,1198,19.83,Orange,5,hyderabad,4
Petrol,Hatchback,76947,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2019,688000.0,2019,5,TS10,1197,20.7,Red,5,hyderabad,4
Petrol,Hatchback,23110,Manual,1,Datsun,Datsun RediGO,2018,350000.0,2018,5,TS15,799,22.7,Brown,5,hyderabad,5
Petrol,Hatchback,40235,Manual,2,Hyundai,Hyundai Grand i10,2018,496000.0,2019,5,TS07,1197,18.9,Red,5,hyderabad,4
Petrol,Hatchback,48992,Manual,1,Maruti,Maruti Swift,2017,630000.0,2017,5,TS13,1197,22.0,Grey,5,hyderabad,6
Petrol,Hatchback,21000,Automatic,1,Hyundai,Hyundai Grand i10,2019,685000.0,2019,5,TS09,1197,18.9,Grey,4,hyderabad,4
Diesel,SUV,30465,Automatic,1,Citroen,Citroen C5 Aircross,2021,3200000.0,2021,5,TS09,1997,18.6,Blue,8,hyderabad,2
Cng,Hatchback,50000,Manual,1,Maruti,Maruti Celerio,2022,630000.0,2022,5,TS08,998,35.6,Others,5,hyderabad,1
Petrol,MUV,90000,Manual,2,Honda,Honda Mobilio,2015,550000.0,2015,7,TS09,1497,17.3,Others,5,hyderabad,8
Diesel,MUV,136083,Manual,1,Honda,Honda Mobilio,2014,520000.0,2014,7,TS10,1498,24.2,Red,5,hyderabad,9
Petrol,Sedan,90000,Manual,2,Honda,Honda City,2007,250000.0,2007,5,AP31,1497,17.7,Black,5,hyderabad,16
Diesel,SUV,100000,Manual,1,Maruti,Maruti Vitara Brezza,2019,1000000.0,2019,5,TS07,1248,24.3,Others,5,hyderabad,4
Petrol,Hatchback,39817,Manual,2,Maruti,Maruti Ignis,2018,496000.0,2018,5,TS10,1197,20.89,Silver,5,hyderabad,5
Diesel,Sedan,54063,Manual,1,Maruti,Maruti Ciaz,2017,788000.0,2018,5,TS08,1248,28.09,Brown,5,hyderabad,5
Petrol,Hatchback,37000,Manual,1,Hyundai,Hyundai i20 N Line,2021,994999.9999999999,2021,5,TS08,998,20.0,Blue,5,hyderabad,2
Petrol,Hatchback,67372,Manual,1,Hyundai,Hyundai Grand i10,2013,416000.0,2014,5,AP13,1197,18.9,Orange,5,hyderabad,9
Petrol,Hatchback,76685,Manual,1,Maruti,Maruti Alto 800,2019,344000.0,2019,5,TS32,796,24.7,Silver,5,hyderabad,4
Diesel,Hatchback,115595,Manual,1,Maruti,Maruti Swift,2014,450000.0,2014,5,AP16,1248,22.9,White,5,hyderabad,9
Petrol,Hatchback,89956,Manual,2,Volkswagen,Volkswagen Polo,2019,523000.00000000006,2019,5,TS03,999,17.74,Black,5,hyderabad,4
Diesel,Sedan,120000,Manual,2,Maruti,Maruti Swift Dzire,2011,340000.0,2011,5,TS16,1248,19.3,Others,5,hyderabad,12
Petrol,Hatchback,87189,Manual,1,Hyundai,Hyundai Grand i10,2019,520000.0,2019,5,TS11,1197,18.9,Silver,5,hyderabad,4
Petrol,Hatchback,42662,Manual,1,Maruti,Maruti Swift,2019,628000.0,2019,5,TS13,1197,22.38,Red,5,hyderabad,4
Diesel,Hatchback,69000,Manual,1,Maruti,Maruti Swift,2014,525000.0,2014,5,TS12,1248,25.2,White,5,hyderabad,9
Petrol,Hatchback,63002,Automatic,1,Hyundai,Hyundai Santro,2019,513999.99999999994,2019,5,TS09,1086,20.3,Silver,5,hyderabad,4
Diesel,Sedan,120000,Automatic,1,Volkswagen,Volkswagen Passat,2018,1700000.0,2018,5,TS09,1968,17.42,White,6,hyderabad,5
Petrol,Sedan,108000,Manual,1,Hyundai,Hyundai Verna,2008,290000.0,2008,5,AP09,1599,13.9,Red,5,hyderabad,15
Diesel,MUV,110000,Manual,2,Mahindra,Mahindra Marazzo,2020,950000.0,2020,7,TS29,1497,17.3,White,6,hyderabad,3
Petrol,Sedan,40022,Manual,2,Hyundai,Hyundai Verna,2018,900000.0,2018,5,TS08,1591,17.0,Orange,6,hyderabad,5
Diesel,Hatchback,81000,Manual,1,Maruti,Maruti Baleno,2019,750000.0,2019,5,TS07,1248,27.39,magma gray,5,hyderabad,4
Diesel,Sedan,70000,Manual,1,Tata,Tata Manza,2011,300000.0,2011,5,AP13,1248,21.12,Others,5,hyderabad,12
Diesel,SUV,46000,Manual,1,Mahindra,Mahindra TUV 300,2019,980000.0000000001,2019,7,TS07,1493,18.49,Red,5,hyderabad,4
Petrol,Hatchback,45911,Automatic,1,Maruti,Maruti Swift,2018,675000.0,2018,5,TS09,1197,22.56,Blue,5,hyderabad,5
Petrol,Sedan,87335,Manual,1,Honda,Honda City,2016,616000.0,2016,5,TS08,1497,17.8,Others,5,hyderabad,7
Petrol,SUV,15600,Manual,3,Maruti,Maruti Gypsy,2004,550000.0,2004,8,TS08,1298,11.96,Green,5,hyderabad,19
Petrol,SUV,41108,Manual,2,Ford,Ford Ecosport,2018,814000.0,2018,5,TS09,1497,17.0,Red,5,hyderabad,5
Petrol,Hatchback,35545,Manual,1,Maruti,Maruti Baleno,2019,750000.0,2019,5,TS10,1197,21.4,Blue,5,hyderabad,4
Diesel,Sedan,120000,Manual,1,Hyundai,Hyundai Xcent,2017,450000.0,2017,5,TS10,1120,24.4,Others,5,hyderabad,6
Petrol,Hatchback,54631,Manual,1,Hyundai,Hyundai Grand i10,2016,498000.00000000006,2016,5,TS15,1197,18.9,Red,5,hyderabad,7
Diesel,Sedan,107000,Manual,1,Maruti,Maruti Ciaz,2015,650000.0,2015,5,TS10,1248,26.21,Maroon,5,hyderabad,8
Petrol,Hatchback,38471,Manual,2,Hyundai,Hyundai Grand i10,2019,527000.0,2020,5,TS31,1197,18.9,Silver,5,hyderabad,3
Petrol,Hatchback,72393,Manual,2,Maruti,Maruti Wagon R,2015,329000.0,2015,5,TS10,998,20.51,Red,5,hyderabad,8
Petrol,Hatchback,58000,Manual,1,Ford,Ford Figo,2015,350000.0,2015,5,TS07,1196,15.6,Grey,5,hyderabad,8
Petrol,Hatchback,20266,Manual,1,Hyundai,Hyundai Santro,2018,541000.0,2019,5,TS08,1086,20.3,Silver,5,hyderabad,4
Diesel,Hatchback,120000,Manual,3,Hyundai,Hyundai i20,2012,340000.0,2012,5,AP09,1396,21.9,Others,6,hyderabad,11
Petrol,Hatchback,90000,Manual,2,Hyundai,Hyundai Santro Xing,2008,185000.0,2008,5,,1086,17.92,Others,5,hyderabad,15
Diesel,SUV,84910,Manual,1,Hyundai,Hyundai Creta,2017,1125000.0,2017,5,TS15,1582,19.67,Grey,6,hyderabad,6
Petrol,Sedan,70000,Manual,1,Honda,Honda City,2020,1000000.0,2020,5,TS07,1497,17.4,White,5,hyderabad,3
Diesel,Hatchback,120000,Manual,2,Mahindra,Mahindra KUV 100 NXT,2018,450000.0,2018,5,TS07,1198,25.32,Others,5,hyderabad,5
Diesel,Sedan,120000,Manual,2,Hyundai,Hyundai Xcent,2016,445000.0,2016,5,,1120,24.4,Silver,5,hyderabad,7
Diesel,SUV,109000,Manual,1,Hyundai,Hyundai Creta,2018,1195000.0,2018,5,TS11,1582,19.67,White,6,hyderabad,5
Petrol,Hatchback,44000,Manual,1,Maruti,Maruti Celerio,2016,440000.00000000006,2017,5,TS08,998,23.1,White,5,hyderabad,6
Petrol,Hatchback,44363,Manual,1,Maruti,Maruti Celerio X,2019,503000.0,2019,5,TS09,998,21.63,Silver,5,hyderabad,4
Petrol,Sedan,39461,Automatic,1,Maruti,Maruti Swift Dzire,2018,702000.0,2018,5,TS07,1197,21.21,Silver,5,hyderabad,5
Diesel,Sedan,120000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2012,1175000.0,2012,5,AP10,2148,10.0,Others,5,hyderabad,11
Petrol,Hatchback,59126,Manual,1,Maruti,Maruti Baleno,2018,690000.0,2018,5,TS08,1197,21.4,Blue,5,hyderabad,5
Petrol,Hatchback,65331,Manual,1,Hyundai,Hyundai Grand i10,2018,520000.0,2018,5,TS28,1197,18.9,Silver,5,hyderabad,5
Petrol,Hatchback,45000,Manual,1,Maruti,Maruti Baleno,2017,699000.0,2017,5,TS24,998,21.1,Red,5,hyderabad,6
Petrol,Hatchback,41378,Manual,2,Maruti,Maruti Swift,2013,436000.00000000006,2013,5,AP09,1197,22.38,Silver,5,hyderabad,10
Diesel,Sedan,120000,Manual,1,Tata,Tata Manza,2013,250000.0,2013,5,AP23,1248,21.02,Others,5,hyderabad,10
Petrol,Sedan,124781,Manual,1,Honda,Honda City,2014,501999.99999999994,2014,5,AP28,1497,17.4,Red,5,hyderabad,9
Petrol,Hatchback,63313,Manual,1,Maruti,Maruti Swift,2016,509999.99999999994,2016,5,TS15,1197,22.38,Silver,5,hyderabad,7
Diesel,Hatchback,62535,Manual,1,Maruti,Maruti Baleno,2016,660000.0,2017,5,TS07,1248,27.39,Silver,5,hyderabad,6
Petrol,Hatchback,89581,Manual,1,Maruti,Maruti Baleno,2017,599000.0,2017,5,TS05,1197,21.4,Red,5,hyderabad,6
Diesel,Sedan,120000,Manual,2,Ford,Ford Fiesta Classic,2011,250000.0,2011,5,AP28,1399,19.68,Others,5,hyderabad,12
Diesel,Sedan,78866,Automatic,1,Jaguar,Jaguar XE,2017,3400000.0,2017,5,TS07,1999,13.6,Blue,8,hyderabad,6
Diesel,Sedan,120000,Automatic,2,Volkswagen,Volkswagen Jetta,2014,750000.0,2014,5,TS07,1968,16.96,Gray,6,hyderabad,9
Diesel,SUV,58000,Manual,1,Mahindra,Mahindra XUV500,2018,1595000.0,2018,7,TS09,2179,15.1,Maroon,6,hyderabad,5
Petrol,Hatchback,90000,Manual,1,Maruti,Maruti Wagon R,2012,310000.0,2013,5,AP10,998,21.79,Grey,5,hyderabad,10
Petrol,Hatchback,59000,Manual,1,Maruti,Maruti Baleno,2017,675000.0,2017,5,TS10,998,21.1,Blue,5,hyderabad,6
Diesel,Sedan,66000,Automatic,1,Jaguar,Jaguar XJ,2013,3500000.0,2014,4,TS09,2993,10.5,White,6,hyderabad,9
Diesel,SUV,100000,Automatic,3,Mercedes-Benz,Mercedes-Benz M-Class,2011,1200000.0,2011,5,,2987,29.0,Others,7,hyderabad,12
Petrol,Hatchback,99003,Manual,1,Maruti,Maruti S-Presso,2019,392000.0,2019,5,TS07,998,21.7,Red,5,hyderabad,4
Petrol,Hatchback,76003,Manual,1,Maruti,Maruti S-Presso,2019,401000.0,2020,5,TS35,998,21.7,Silver,5,hyderabad,3
Diesel,SUV,70000,Automatic,1,Audi,Audi Q5,2017,4200000.0,2017,5,,1968,14.16,Others,7,hyderabad,6
Petrol,Hatchback,101863,Manual,3,Maruti,Maruti Baleno,2017,581000.0,2017,5,TS08,1197,21.4,Silver,5,hyderabad,6
Diesel,Sedan,107344,Automatic,1,Volkswagen,Volkswagen Vento,2018,909000.0,2018,5,TS15,1498,22.15,White,7,hyderabad,5
Diesel,SUV,100000,Automatic,3,Mercedes-Benz,Mercedes-Benz M-Class,2011,2400000.0,2011,5,,2987,29.0,Others,7,hyderabad,12
Petrol,Hatchback,56129,Manual,1,Hyundai,Hyundai Grand i10,2018,543000.0,2018,5,TS13,1197,18.9,Red,5,hyderabad,5
Diesel,MUV,70599,Manual,1,Maruti,Maruti Ertiga,2019,1100000.0,2019,7,TS29,1248,24.52,Red,5,hyderabad,4
Diesel,Sedan,97208,Automatic,1,Honda,Honda Amaze,2018,743000.0,2018,5,TS08,1498,23.8,White,5,hyderabad,5
Petrol,Sedan,53509,Manual,2,Skoda,Skoda Rapid,2020,997000.0000000001,2020,5,TS08,999,18.97,Red,6,hyderabad,3
Diesel,SUV,52000,Manual,1,Jeep,Jeep Compass,2017,1599000.0,2017,5,TS07,1956,17.1,White,6,hyderabad,6
Petrol,Hatchback,97621,Manual,1,Hyundai,Hyundai i20,2021,811000.0,2021,5,TS01,1197,21.0,White,5,hyderabad,2
Petrol,Hatchback,113000,Manual,1,Hyundai,Hyundai i10,2009,250000.0,2009,5,AP28,1086,19.81,Red,5,hyderabad,14
Diesel,MUV,152000,Manual,1,Toyota,Toyota Innova,2008,650000.0,2008,8,AP21,2494,12.8,Red,5,hyderabad,15
Diesel,SUV,78000,Manual,1,Maruti,Maruti SX4 S Cross,2018,975000.0,2018,5,TS09,1248,25.1,White,5,hyderabad,5
Diesel,Sedan,93000,Automatic,1,Audi,Audi A4,2011,1199000.0,2011,5,AP10,1968,16.55,White,7,hyderabad,12
Petrol,Sedan,48000,Manual,1,Mercedes-Benz,Mercedes-Benz S-Class,2001,999000.0,0,4,,2987,13.0,Silver,7,hyderabad,2023
Diesel,MUV,55000,Manual,1,Chevrolet,Chevrolet Enjoy,2013,525000.0,2013,7,AP29,1248,18.2,CBeige,5,hyderabad,10
Diesel,Sedan,131852,Manual,1,Maruti,Maruti Swift Dzire,2012,420000.0,2012,5,AP05,1248,19.3,White,5,hyderabad,11
Petrol,Hatchback,20000,Manual,1,Maruti,Maruti Swift,2021,600000.0,2021,5,TS08,1197,21.21,Others,5,hyderabad,2
Diesel,SUV,44416,Manual,1,Renault,Renault Duster,2019,996000.0000000001,2019,5,TS06,1461,19.6,Blue,6,hyderabad,4
Petrol,Hatchback,69408,Manual,3,Honda,Honda Brio,2012,311000.0,2012,5,AP09,1198,19.4,Red,5,hyderabad,11
Petrol,SUV,10000,Manual,1,Volkswagen,Volkswagen Taigun,2022,1700000.0,2022,5,TS08,999,20.08,Black,6,hyderabad,1
Petrol,Hatchback,78911,Manual,2,Maruti,Maruti Baleno,2016,572000.0,2016,5,TS07,1197,21.4,Blue,5,hyderabad,7
Petrol,Hatchback,85298,Manual,1,Datsun,Datsun GO,2017,307000.0,2018,5,TS08,1198,19.02,Red,5,hyderabad,5
Petrol,Sedan,60529,Manual,1,Honda,Honda City,2014,454000.0,2014,5,TS09,1497,17.4,White,5,hyderabad,9
Diesel,Sedan,115276,Manual,2,Skoda,Skoda Rapid,2017,775000.0,2017,5,TS03,1498,21.13,Silver,5,hyderabad,6
Diesel,SUV,60000,Automatic,1,Maruti,Maruti Vitara Brezza,2019,850000.0,2019,5,TS08,1248,24.3,Others,5,hyderabad,4
Petrol,SUV,30241,Manual,1,Renault,Renault Duster,2020,907000.0,2021,5,TS09,1498,16.42,White,5,hyderabad,2
Petrol,Hatchback,24197,Manual,1,Hyundai,Hyundai Santro,2019,509000.0,2020,5,TS10,1086,20.3,Others,5,hyderabad,3
Petrol,SUV,20000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA,2022,4800000.0,2022,5,TS09,1332,13.0,Others,7,hyderabad,1
Petrol,Hatchback,44981,Manual,1,Hyundai,Hyundai i20 N Line,2021,940000.0,2021,5,TS07,998,20.0,White,5,hyderabad,2
Diesel,Hatchback,85497,Manual,2,Nissan,Nissan Micra,2011,227000.0,2011,5,AP28,1461,23.08,Maroon,5,hyderabad,12
Petrol,SUV,20000,Automatic,1,Audi,Audi Q5,2022,6200000.0,2022,5,TS09,1984,13.47,Others,5,hyderabad,1
Petrol,Hatchback,30000,Manual,1,Maruti,Maruti Baleno,2019,650000.0,2019,5,TS08,1197,21.4,Others,5,hyderabad,4
Diesel,Hatchback,80000,Manual,1,Maruti,Maruti Swift,2017,580000.0,2017,5,TS09,1248,28.4,Grey,5,hyderabad,6
Petrol,Hatchback,41000,Automatic,1,Honda,Honda Brio,2017,595000.0,2017,5,TS09,1198,16.5,White,5,hyderabad,6
Diesel,SUV,73000,Automatic,1,Hyundai,Hyundai Creta,2017,1100000.0,2017,5,TS09,1582,17.01,Black,6,hyderabad,6
Petrol,Sedan,40000,Manual,1,Maruti,Maruti Swift Dzire,2022,770000.0,2022,5,TS08,1197,22.41,Others,5,hyderabad,1
Petrol,Hatchback,27000,Manual,1,Maruti,Maruti Swift,2018,695000.0,2018,5,TS07,1197,22.0,Red,5,hyderabad,5
Petrol,Hatchback,57380,Manual,3,Tata,Tata Tiago,2018,496000.0,2019,5,TS08,1199,23.84,Silver,5,hyderabad,4
Diesel,Sedan,81334,Automatic,1,Hyundai,Hyundai Elantra,2018,1261000.0,2018,5,TS07,1582,18.23,Silver,6,hyderabad,5
Cng,Sedan,70000,Manual,1,Maruti,Maruti Swift Dzire,2022,875000.0,2022,5,TS08,1197,31.12,Others,5,hyderabad,1
Diesel,SUV,32483,Manual,1,Tata,Tata Nexon,2021,927999.9999999999,2021,5,TS12,1497,23.22,Red,6,hyderabad,2
Diesel,SUV,71220,Manual,2,Maruti,Maruti Vitara Brezza,2016,803999.9999999999,2016,5,TS13,1248,24.3,Blue,5,hyderabad,7
Petrol,SUV,17459,Manual,1,Kia,Kia Sonet,2021,1100000.0,2021,5,GA03,998,18.2,Black,6,hyderabad,2
